0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,label
-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988768,1.8891491,-1.8709356,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208,64.377014,22.520338,35.287315,14.525473,12.350949,9.674015,10.127279,9.341796,9.875039,9.880967,10.205561,9.376958,10.757295,blues
-274.37683,130.40738,-6.357467,70.38822,13.269663,9.472181,7.7330894,-1.2365491,-0.570988,-2.2971628,3.7794154,0.08548226,-0.93685687,76.942955,22.369991,36.64674,17.649294,15.178369,12.471086,11.023006,12.25795,9.704188,8.298589,8.76019,8.574177,11.253346,blues
-249.31532,131.00032,0.67786974,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099406,-1.5849273,-0.9725387,-3.5726156,-2.9297996,63.068672,18.391453,39.736237,17.273815,13.546628,13.1605,9.819101,9.912778,8.702796,9.579125,10.062399,9.225783,9.288097,blues
-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.354091,0.0033670824,2.2484956,4.1991253,-3.283064,1.6176828,78.756256,25.991209,38.012424,17.221447,14.520167,13.486546,11.045979,10.155268,9.667358,10.299799,9.182453,9.886891,8.281033,blues
-228.20984,130.32317,-23.311424,70.20095,1.1310546,7.584427,0.9005108,1.9828155,-6.164415,-9.382748,-2.56378,-4.5257525,-0.2604644,53.04508,26.256826,30.451109,19.941048,13.481138,12.413022,10.017085,9.395953,7.864984,9.277066,10.384273,7.6808496,8.233728,blues
-248.98882,139.05774,-16.27087,57.137146,20.188507,10.186956,4.5429106,0.33107203,-7.8745785,-3.4545712,-2.6574361,-2.8329575,-0.9046587,70.42846,19.949247,34.143238,18.143696,12.578689,11.5422325,11.239727,10.874915,8.35606,8.277096,8.91515,8.164123,9.767704,blues
-233.72897,101.19028,17.647955,23.734173,2.0825467,25.936394,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.0679264,60.71241,29.751743,19.370012,14.8012495,15.082637,11.643325,18.417284,10.656016,9.916282,11.076238,12.937291,9.039295,8.99129,blues
-206.93233,117.80414,23.241365,28.308992,-1.126013,18.867393,-21.973022,17.844067,-25.595348,2.139523,-17.782476,-8.011027,-17.610441,45.00081,27.63182,16.767239,16.16462,13.957167,12.685312,14.575561,11.717653,14.146356,10.152356,8.550711,7.7710986,8.53409,blues
-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.403688,12.121834,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627,50.120155,24.21547,13.800015,13.434972,14.877094,10.030203,17.845789,10.700623,10.440435,10.110743,11.351647,10.366905,12.100626,blues
-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.963671,1.5746145,-15.640524,-6.632071,-11.693039,72.93172,28.80309,20.827404,18.50763,19.532705,12.815783,15.106858,11.2085905,14.010676,11.502111,11.236612,9.041329,10.121297,blues
-238.96988,108.68232,34.158817,30.20716,-0.49822134,27.279755,-21.377928,14.166391,-24.509222,-1.8904003,-28.051817,-11.25711,-16.457558,56.839176,28.656258,16.709719,17.398487,15.410606,11.862947,16.932917,11.802988,10.837011,13.385477,11.275615,9.361098,9.532931,blues
-217.18364,105.78522,15.602848,25.24884,-1.4500507,30.19327,-17.716621,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785,59.99961,23.107355,18.931713,14.809595,14.696086,10.83843,14.952843,11.248331,10.593322,13.312605,10.7339945,8.415874,10.247084,blues
-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342924,1.3107386,-20.765268,-4.991692,-17.108126,44.05371,26.329115,16.405777,12.104945,13.25229,10.919038,12.065801,10.032903,11.808719,10.758331,8.249957,9.02162,9.305774,blues
-200.18538,116.348595,17.990738,25.287695,0.28717074,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,53.619408,22.015095,14.107618,17.073444,13.39433,9.995521,17.517431,9.748542,9.854843,10.513735,11.096255,9.936312,8.816274,blues
-328.56018,102.70981,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.442599,-12.386709,-8.909131,-9.215009,86.45155,25.12863,26.521942,13.066863,15.894049,15.762461,14.448738,12.444314,12.585362,9.143344,10.497478,10.5339575,11.265278,blues
-192.69032,111.157486,21.351843,26.396648,-0.64950144,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,56.718975,27.577747,17.276585,15.820855,13.79875,13.054748,10.968914,11.917705,13.805895,9.871563,9.272168,8.56224,9.005626,blues
-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.482753,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029,71.17029,24.356684,17.366556,15.556696,16.848637,11.759881,16.760689,10.9965515,10.637947,10.65162,10.31875,9.443257,8.847081,blues
-110.285034,90.71587,-2.5352983,74.0649,-11.7630825,39.210945,-13.171311,20.544195,-17.162983,12.8139715,-21.437147,5.9571967,-8.026906,35.86398,15.162674,15.081649,10.687674,10.655944,8.128439,9.2917595,7.1026683,6.8599596,9.671825,6.4119205,7.003153,6.8658004,blues
-107.203255,88.49288,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.5822673,37.665695,19.480131,18.006502,11.379154,10.343279,8.396286,9.462428,9.256715,7.4026923,11.171432,8.292435,7.2369137,7.536029,blues
-159.5804,69.80602,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805075,7.809358,-21.826738,9.69575,-2.5847607,49.38464,15.516135,22.696037,10.556927,10.901324,6.400873,7.6276007,6.712236,8.270932,8.1809,8.50487,6.387624,8.9197,blues
-109.14071,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,47.001118,15.183086,19.631218,9.114983,9.471929,9.611093,9.53064,6.397233,7.659633,10.655595,6.4107437,7.939044,6.596293,blues
-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081492,8.137968,-21.48412,11.087112,-5.095304,28.736506,15.092815,16.693586,9.075319,7.4224944,6.2301226,7.185031,7.4083815,8.809817,9.242833,8.340806,9.746633,9.561285,blues
-163.24342,89.78384,12.974768,80.69835,3.663785,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.906491,25.884182,14.4066725,11.6159,6.5843234,5.734117,6.242048,6.6345787,5.623763,6.162309,5.991012,6.239224,6.14367,7.087143,blues
-182.60481,90.67421,14.124648,67.55299,2.6751463,38.430412,-8.419177,24.123713,-13.794528,4.8405757,-16.67912,5.8271165,-5.1463914,47.67623,21.243681,16.346897,13.170658,10.846782,8.109713,12.125936,8.496144,7.7383413,7.663994,6.6657896,6.5149465,7.03857,blues
-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059248,-22.204636,5.4265747,-7.464398,33.237762,13.960328,13.135421,9.88047,9.840895,6.2770066,7.1550784,8.127282,7.442955,8.028293,6.3842235,5.9279833,6.4866576,blues
-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524563,-13.328021,16.00551,-18.926495,7.8249483,-7.797836,38.9454,16.361555,19.253923,11.131981,11.405254,7.7197647,10.853048,9.680757,7.8752,8.892001,7.869692,8.304456,7.1151,blues
-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,56.237286,25.841042,18.753284,14.3176155,14.049567,9.112471,8.621903,8.700473,10.126194,8.957998,8.328503,7.7534556,8.124345,blues
-83.02948,107.10441,-25.338032,57.1057,0.0798358,34.69768,-11.060305,20.54429,-11.203026,14.825527,-10.235622,12.548191,-9.764642,50.07652,17.77559,18.458643,14.298716,11.749826,8.551578,10.093114,7.229434,7.824558,7.708144,6.6173606,7.101297,6.7207904,blues
-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256333,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,31.839804,17.840698,14.332295,8.296926,9.673373,10.722341,9.8893175,8.825169,8.275992,8.56423,8.487124,9.964337,7.470725,blues
-225.26271,117.62649,-14.538812,64.79437,12.911807,19.036669,10.670199,9.886925,-2.3937402,11.683764,1.5412837,3.0635996,-7.6256146,88.6846,25.916058,28.558397,13.204388,17.748896,15.85649,14.038846,10.6201515,10.087029,8.106965,7.8886523,7.719516,7.3925548,blues
-76.74658,105.751114,-43.19778,60.959892,-8.785325,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,53.895042,20.801756,19.765594,20.186169,14.273918,11.001516,12.864816,12.198147,7.558396,8.859457,8.300519,8.030754,7.4038177,blues
-57.94168,109.0066,-36.21867,64.044914,1.420157,26.318415,-17.484892,20.42565,-9.550732,18.168362,-6.064984,13.87447,-11.29574,41.82817,21.266434,17.438303,12.27022,13.405262,9.349488,12.272821,7.7683496,7.6455636,7.9638257,7.839931,7.9777513,6.532681,blues
-98.7711,104.79962,-35.097168,60.695198,-2.8405914,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,57.781784,18.429785,18.68674,16.866772,12.447726,11.215556,10.402384,10.217651,7.168139,10.250866,7.609089,8.241698,7.627141,blues
-145.29242,102.850784,-12.567546,56.993618,2.2211058,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706616,-10.477944,68.175385,23.041826,18.817827,16.711441,16.161098,13.792823,13.82635,10.384639,8.968537,9.077267,6.951082,10.20018,7.0451546,blues
-92.73328,115.323425,-35.068222,57.875343,1.8522309,26.613142,-14.536866,22.128332,-8.207464,11.016058,-5.6494255,7.2786427,-10.204165,55.964012,22.854847,20.2135,18.20038,17.369205,12.350983,12.207253,10.48452,8.485494,10.188885,8.928642,8.385491,7.522833,blues
-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.543472,-13.520524,12.1355295,-20.231928,12.156194,-5.2262135,10.267819,-9.4598,56.711502,24.754137,19.393724,10.833064,12.348961,12.955483,10.895624,10.164952,9.50469,9.263524,8.55471,7.8723836,8.148083,blues
-86.268684,91.95878,-23.41585,68.26197,-3.8848531,22.747063,-9.897946,16.88897,-11.390699,18.429132,-7.012551,10.759532,-11.943845,50.767235,17.927921,15.44863,11.968947,15.105141,12.81213,11.205896,8.37484,7.739588,8.576026,6.4298162,7.4412746,7.65304,blues
-67.761024,111.7113,-34.646255,61.319546,0.04420201,30.56148,-12.693844,21.164927,-13.122508,16.284252,-6.337016,12.300311,-12.475308,40.15518,17.543058,14.937486,15.130506,13.243191,10.647172,10.469062,9.577909,7.4707875,8.564655,6.172953,7.0810747,6.3600464,blues
-82.52998,94.16451,-27.112604,75.65927,-27.521812,35.577274,-20.303492,25.112028,-15.37021,11.353975,-13.391489,8.147321,-8.500548,32.3022,14.428165,12.906937,7.4373584,8.235734,6.514652,7.02157,7.399398,6.9152203,7.5158606,7.4144034,7.0781703,8.040507,blues
-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718,42.74186,26.669512,20.487307,13.645964,16.370502,12.087129,15.774006,9.5864525,10.38607,8.792787,8.613122,10.403525,8.889299,blues
-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018093,45.138687,20.648611,24.367971,11.919467,10.3587,8.859638,13.712681,7.256949,11.016187,7.205212,7.5649195,8.276927,8.133598,blues
-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660773,-14.823983,11.181689,-14.806866,8.475102,-19.587511,29.81773,13.11696,13.798755,11.402798,8.8433695,6.4057436,7.1627827,7.3133054,6.7258453,6.7593417,6.4930787,6.044748,6.149481,blues
-118.35662,74.87531,-19.866087,46.944565,-32.55983,23.820112,-26.35521,17.678152,-13.824853,11.931674,-17.888668,7.5392737,-22.89513,34.38236,24.610435,18.491848,11.242387,11.349749,9.168532,12.577701,7.4824123,8.634025,8.297757,7.8838186,8.199509,6.791978,blues
-116.60201,97.43107,-13.89173,48.96764,-22.596458,27.759014,-20.245163,18.638865,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,39.906326,22.472841,17.07334,12.437554,12.741179,8.904127,13.642422,8.122762,8.60327,7.1667385,8.367044,9.110557,8.62986,blues
-95.46357,101.38746,-20.677706,48.668915,-30.248266,20.8077,-18.291418,14.138235,-12.799491,13.443616,-14.068502,7.7323503,-19.215456,30.575737,19.121157,18.627968,13.2737465,11.850868,9.244119,15.534937,7.893894,8.92581,7.5165358,10.286116,8.540942,7.7122545,blues
-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856426,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,39.83375,17.78736,15.082632,11.828533,11.086144,8.277526,8.248297,7.6802263,7.107231,7.3966584,8.294242,7.8708663,5.731776,blues
-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102541,-17.818922,6.1178603,-19.995436,6.80034,-19.33321,34.386253,20.891571,16.502567,11.44654,14.145427,10.171624,11.496108,10.059475,8.3036,8.60755,6.5503554,8.016795,9.3416815,blues
-133.04897,105.73891,-22.158222,41.830692,-26.992502,19.11857,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,44.06972,28.28465,17.776339,11.989428,12.449041,9.392653,14.957043,9.738156,9.586294,8.518919,9.945268,8.348455,8.44563,blues
-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.864508,14.617379,-14.972617,10.598986,-18.020245,26.35509,13.874477,11.563439,9.960182,8.036734,6.4559283,6.850202,6.7945457,7.238538,7.1749115,7.7547655,5.9527144,5.8643255,blues
-118.70432,87.645615,6.5529914,45.102325,-38.91159,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,27.54636,17.523201,15.747205,9.342637,8.863695,7.7650785,6.812556,7.5949893,6.615719,6.7705293,6.4560895,6.5885596,6.4317446,blues
-30.126768,103.738075,-19.742796,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,33.499573,14.293329,13.621443,13.164965,11.0285,9.727373,9.49739,8.040385,7.5405445,7.2379446,7.3300138,6.280271,7.201907,blues
-56.0053,87.851326,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117,53.524597,18.921661,16.97202,12.87341,11.835607,10.419397,9.576635,8.0552,9.238976,8.112569,8.100319,8.417196,7.657132,blues
-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053954,12.179845,-6.0996003,82.8826,27.929548,22.463837,15.430753,14.640086,11.388854,9.689813,6.995986,8.60403,8.675603,9.114162,7.8657722,9.620262,blues
-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,36.65268,14.902159,14.804545,10.633312,11.317717,10.065774,11.781315,8.957441,8.153727,8.110277,9.127263,7.195189,7.688094,blues
-28.989248,104.531006,-30.983427,38.162052,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.272944,10.787743,-10.56656,44.247173,17.523964,17.545277,10.446497,11.560942,9.816147,9.932453,8.354348,9.191557,7.303812,7.656359,6.1141777,6.783756,blues
-2.543013,101.26548,-33.930927,41.52805,-13.817938,31.923836,-21.876541,24.470268,-15.874413,15.808346,-14.370209,12.514341,-13.378112,27.104515,12.811236,11.945443,9.985177,10.238824,6.944306,8.163852,6.552682,6.4023647,5.7377253,6.623307,6.403979,6.2798376,blues
-3.5798953,92.929634,-25.082928,45.179504,-10.856173,31.8634,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,31.94373,13.091759,12.230502,8.109536,8.402064,6.5169444,8.546692,6.9411387,7.685636,6.4661493,5.4955187,5.355015,6.396589,blues
-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081291,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,47.666706,19.949045,15.696882,13.621048,12.5489645,10.605699,14.408256,9.748162,11.15331,8.781455,8.704031,7.4761906,8.535547,blues
-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,67.820366,20.923481,14.167527,15.478024,8.555494,7.4112277,9.003421,8.39336,7.7888036,7.6983867,6.439129,8.300104,6.5793896,blues
-29.367115,108.66699,-25.570353,38.460896,-18.340786,21.792147,-25.148397,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.693527,37.47869,15.947481,16.377407,12.409128,14.282838,9.859382,10.015997,7.933318,9.161397,9.422733,7.8393455,8.02637,8.02515,blues
-19.882248,98.88733,-24.475313,49.579945,-16.198492,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668755,-10.893209,31.192326,12.351148,13.471486,7.6401343,7.1391473,7.651795,7.4227285,5.812245,7.580772,6.6315055,6.2700367,6.407096,7.5094905,blues
-39.007618,112.05693,-31.819199,38.235607,-6.3202114,23.32046,-18.772533,23.931019,-10.932699,13.236961,-14.371818,13.327064,-10.916337,62.358776,20.82337,13.351576,9.324682,11.994639,7.801086,8.575287,7.8024964,6.9223313,6.401158,7.191738,6.675439,7.304025,blues
-180.20891,131.43243,0.60078645,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.1057278,-7.6164746,2.714974,0.7783585,67.39501,35.759434,24.192951,16.149233,13.829515,17.361372,14.21893,10.446924,11.984024,9.893166,10.810596,10.400081,9.223269,blues
-212.79181,139.06325,9.446759,35.453796,12.697431,20.420671,-5.5826244,10.889944,-8.73331,8.059619,0.16372372,2.6487746,-1.0296488,85.12027,39.439167,27.05882,16.063543,17.627121,13.635446,13.427099,10.100302,11.852537,8.716106,9.755141,8.690654,8.728393,blues
-155.5764,125.66273,1.5785834,45.839695,0.9277813,25.383114,-10.812055,15.559012,-11.919289,1.2735378,-6.6728826,-0.78441757,-7.74382,55.472622,28.312275,22.211864,18.814276,16.199608,12.5545225,15.497077,11.419494,12.717066,10.44287,10.346108,10.573273,8.612385,blues
-194.2843,151.84703,-1.1988218,39.18811,16.589046,18.247795,-1.397014,14.86903,-11.620167,2.4414866,-5.0819397,3.9376056,-0.89880383,56.869026,23.818655,14.313742,11.310737,13.451395,9.83578,10.946631,7.247199,8.91778,9.489591,8.602284,8.274729,7.946576,blues
-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330267,5.4127927,1.650389,-2.3577814,3.2000823,73.25238,32.458965,30.237988,17.644695,15.189927,16.553665,12.777097,8.978437,10.222248,8.537061,10.428378,8.28513,7.629567,blues
-177.56758,115.369,9.970585,54.043873,7.624311,28.312319,-9.054929,20.04951,-15.044513,6.2095737,-5.692567,1.3833522,-5.8288145,67.1028,37.222454,26.11383,17.910135,18.180899,13.451701,13.47937,10.588718,12.270288,10.370633,10.451999,11.610214,9.215896,blues
-236.30539,161.68063,-1.1661638,27.27869,9.586513,20.620241,0.2274404,13.798597,-0.5090394,10.1752,-4.4575562,5.5087075,-3.7265837,88.133194,33.292404,24.673876,10.781504,18.233559,9.504015,8.965882,10.197476,9.49309,9.088012,9.249604,7.5749464,7.578099,blues
-332.2246,128.08928,28.80515,41.830193,31.214472,23.334787,5.784112,9.001364,-3.881717,3.731323,-0.8742291,-0.4391901,1.485128,85.39549,31.068365,34.43431,17.428276,15.147636,12.667417,13.670374,12.186754,13.573958,9.786733,9.526457,9.0887165,9.607856,blues
-350.35263,169.53174,31.771353,16.71844,28.658941,19.246181,7.845076,10.037885,4.7406454,2.9217067,3.900229,1.8129543,-5.969145,51.5437,24.951685,17.795692,14.611664,13.71924,8.286598,6.372223,6.0529,6.3769264,6.055874,6.8240967,6.5081186,5.9564676,blues
-206.24908,126.61618,10.596903,43.210163,12.49674,19.425371,0.35838863,12.735203,-4.57919,4.0611596,-4.404285,3.6691213,-1.455245,82.47496,33.27296,27.626764,15.040853,15.1739,16.073608,11.678516,8.760778,8.600637,7.75235,9.718741,7.690504,8.617135,blues
-130.57875,139.96141,-1.282277,39.30623,-6.344084,19.768291,-11.21256,27.240305,-16.548756,7.028904,-1.1964594,1.6060346,-6.6385455,48.008705,30.943388,23.14348,13.141374,15.924735,12.071573,10.4720125,11.232258,10.244636,10.04469,8.438641,12.145156,7.9533143,blues
-314.57837,139.9112,11.90393,30.14179,-7.5424266,14.91705,-2.7015827,6.727816,-6.366219,2.8079293,-11.728743,2.0779724,-11.43927,72.631096,26.077694,23.002731,22.11793,16.261333,14.647086,13.209418,10.730125,11.585606,9.28512,11.826162,12.143188,9.236011,blues
